,text
1971,"Sorry, I can't help you on this."
1972,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?
1973,I have gone into get info bt dont know what to do
1974,Hi. I'm always online on yahoo and would like to chat with you someday
1975,"Cool, text me when you're ready"
1976,Hi dis is yijue i would be happy to work wif Ì_ all for gek1510...
1977,I can make lasagna for you... vodka...
1978,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.
1979,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
1980,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
1981,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?
1982,Oh :-)only 4 outside players allowed to play know
1983,Thnx dude. u guys out 2nite?
1984,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.
1985,Cps is causing the outages to conserve energy.
1986,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
1987,:-( sad puppy noise
1988,Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...
1989,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
1990,"accordingly. I repeat, just text the word ok on your mobile phone and send"
1991,I'm also came to room.
1992,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted"
1993,Lol no ouch but wish i'd stayed out a bit longer
1994,Huh means computational science... Y they like dat one push here n there...
1995,I just cooked a rather nice salmon a la you
1996,Big brotherÛ÷s really scraped the barrel with this shower of social misfits
1997,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
1998,"What i mean was i left too early to check, cos i'm working a 9-6."
1999,I dont want to hear anything
2000,Oh sorry please its over
2001,I am in hospital da. . I will return home in evening
2002,"idc get over here, you are not weaseling your way out of this shit twice in a row"
2003,But if she.s drinkin i'm ok.
2004,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola"
2005,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm
2006,"Aight, see you in a bit"
2007,Sorry about that this is my mates phone and i didnt write it love Kate
2008,So wats ur opinion abt him and how abt is character?
2009,"\Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\"""""
2010,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P"
2011,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?
2012,Nah dub but je still buff
2013,Well i know Z will take care of me. So no worries.
2014,I will send them to your email. Do you mind  &lt;#&gt;  times per night?
2015,Dear we are going to our rubber place
2016,No but the bluray player can
2017,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
2018,"\I;m reaching in another 2 stops.\"""""
2019,What Today-sunday..sunday is holiday..so no work..
2020,S...i will take mokka players only:)
2021,Hello! Good week? Fancy a drink or something later?
2022,S:-)kallis wont play in first two odi:-)
2023,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
2024,K.k:)when are you going?
2025,Yup bathe liao...
2026,Mode men or have you left.
2027,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.
2028,I am waiting for your call sir.
2029,Do you still have the grinder?
2030,Did you get any gift? This year i didnt get anything. So bad
2031,Haha... They cant what... At the most tmr forfeit... haha so how?
2032,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
2033,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.
2034,Me fine..absolutly fine
2035,Does not operate after  &lt;#&gt;  or what
2036,So i'm doing a list of buyers.
2037,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls å£1/minMobsmoreLKPOBOX177HP51FL
2038,ÌÏ come lt 25 n pass to me lar
2039,No no. I will check all rooms befor activities
2040,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
2041,U should have made an appointment
2042,Great. Have a safe trip. Dont panic surrender all.
2043,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
2044,"Sorry, I'll call later in meeting"
2045,She's good. How are you. Where r u working now
2046,Ok.
2047,"I'm in a meeting, call me later at"
2048,Dear i am not denying your words please
2049,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.
2050,get ready to moan and scream :)
2051,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..
2052,Morning only i can ok.
2053,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
2054,Every day i use to sleep after  &lt;#&gt;  so only.
2055,Umma my life and vava umma love you lot dear
2056,Super msg da:)nalla timing.
2057,Oh...i asked for fun. Haha...take care. Ì_
2058,"Yeah we wouldn't leave for an hour at least, how's 4 sound?"
2059,"Gumby's has a special where a  &lt;#&gt; \ cheese pizza is $2 so I know what we're doin tonight"""
2060,"I think IÛ÷m waiting for the same bus! Inform me when you get there, if you ever get there."
2061,I cant pick the phone right now. Pls send a message
2062,Bought one ringtone and now getting texts costing 3 pound offering more tones etc
2063,I am taking you for italian food. How about a pretty dress with no panties? :)
2064,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
2065,I will come with karnan car. Please wait till 6pm will directly goto doctor.
2066,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
2067,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
2068,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
2069,Lol. Well quality aint bad at all so i aint complaining
2070,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
2071,yes baby! I need to stretch open your pussy!
2072,ok. I am a gentleman and will treat you with dignity and respect.
2073,U havenåÕt lost me ill always b here 4u.i didnåÕt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thatåÕs what itried2tell urmom.i careabout u
2074,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*"
2075,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
2076,What is important is that you prevent dehydration by giving her enough fluids
2077,I donno if they are scorable
2078,:( but your not here....
2079,Nope... Think i will go for it on monday... Sorry i replied so late
2080,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min"
2081,Ok i am on the way to railway
2082,"No worries, hope photo shoot went well. have a spiffing fun at workage. "
2083,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
2084,What time you coming down later? 
2085,I knew it... U slept v late yest? Wake up so late...
2086,No go. No openings for that room 'til after thanksgiving without an upcharge.
2087,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation."
2088,I cant pick the phone right now. Pls send a message
2089,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
2090,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY
2091,In da car park 
2092,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p
2093,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
2094,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.
2095,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.
2096,Can you use foreign stamps for whatever you send them off for? 
2097,Tell me again what your address is
2098,Do well :)all will for little time. Thing of good times ahead:
2099,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.
2100,Okay. I've seen it. So i should pick it on friday?
2101,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx
2102,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
2103,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr"
2104,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
2105,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
2106,"And that's fine, I got enough bud to last most of the night at least"
2107,"Haha figures, well I found the piece and priscilla's bowl"
2108,With my sis lor... We juz watched italian job.
2109,Dude sux for snake. He got old and raiden got buff
2110,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend."
2111,If You mean the website. Yes.
2112,"(And my man carlos is definitely coming by mu tonight, no excuses)"
2113,You in your room? I need a few
2114,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
2115,I can send you a pic if you like :)
2116,"Sorry, I'll call later"
2117,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.
2118,Sounds like something that someone testing me would sayy
2119,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
2120,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p
2121,I am going to sao mu today. Will be done only at 12 
2122,How come i din c Ì_... Yup i cut my hair...
2123,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)
2124,"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IåÕLLSPEAK 2U SOONLOTS OF LOVEME XXXX.\"""""
2125,cool. We will have fun practicing making babies!
2126,Its ok my arm is feeling weak cuz i got a shot so we can go another time
2127,I will once i get home
2128,"URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
2129,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao..."
2130,Great comedy..cant stop laughing da:)
2131,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love"
2132,I'm in inside office..still filling forms.don know when they leave me.
2133,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
2134,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..
2135,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
2136,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ 
2137,I love to give massages. I use lots of baby oil... What is your fave position?
2138,Just sleeping..and surfing
2139,Why didn't u call on your lunch?
2140,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
2141,"I'm in a meeting, call me later at"
2142,WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.
2143,Later i guess. I needa do mcat study too.
2144,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl."
2145,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONåÕT LIKE ME LIKE THAT SO DONåÕT WORRY."
2146,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea"
2147,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
2148,Oh ic. I thought you meant mary jane.
2149,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
2150,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.
2151,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1
2152," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! "
2153,"Thanks da thangam, i feel very very happy dear. I also miss you da."
2154,Ok lor...
2155,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................
2156,Heehee that was so funny tho
2157,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
2158,"As usual..iam fine, happy &amp; doing well..:)"
2159,"Ok da, i already planned. I wil pick you."
2160,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
2161,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
2162,"Good! No, donÛ÷t need any receiptsÛÓwell done! (Û_) Yes, please tell . WhatÛ÷s her number, i could ring her"
2163,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
2164,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
2165,I love your ass! Do you enjoy doggy style? :)
2166,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost å£1.50. 2 cancel send STOP"
2167,Yup having my lunch buffet now.. U eat already?
2168,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget"
2169,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
2170,Cos darren say Ì_ considering mah so i ask Ì_...
2171,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
2172,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore
2173,But am going to college pa. What to do. are else ill come there it self. Pa.
2174,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. 
2175,Hmm thinking lor...
2176,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
2177,Shhhhh nobody is supposed to know!
2178,"Its ok, if anybody asks abt me, u tel them..:-P"
2179,You have 1 new message. Call 0207-083-6089
2180,Yeah but which is worse for i
2181,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
2182,How much would it cost to hire a hitman
2183,"\GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI\"""""
2184,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..
2185,Can you just come in for a sec? There's somebody here I want you to see
2186,"That means you got an A in epi, she.s fine. She.s here now."
2187,"Yeah, that's fine! It's å£6 to get in, is that ok? "
2188,I walked an hour 2 c u! doesnåÕt that show I care y wont u believe im serious?
2189,Where are you ? You said you would be here when I woke ... :-(
2190,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18
2191,So the sun is anti sleep medicine.
2192,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
2193,What time you thinkin of goin?
2194,Where are you?when wil you reach here?
2195,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?"
2196,Oi when you gonna ring
2197,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
2198,Printer is cool. I mean groovy. Wine is groovying
2199,God bless.get good sleep my dear...i will pray!
2200,Then anything special?
2201,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
2202,I'm awake oh. What's up.
2203,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.
2204,Dhoni have luck to win some big title.so we will win:)
2205,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:)
2206,"Hmph. Go head, big baller."
2207,Love you aathi..love u lot..
2208,Same. Wana plan a trip sometme then
2209,Idea will soon get converted to live:)
2210,Do Ì_ all wan 2 meet up n combine all the parts? How's da rest of da project going?
2211,What happened in interview?
2212,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2"
2213,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)"
2214,ALRITE
2215,ÌÏ mean it's confirmed... I tot they juz say oni... Ok then... 
2216,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february"
2217,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India."
2218,Nationwide auto centre (or something like that) on Newport road. I liked them there
2219,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging 
2220,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
2221,Is ur lecture over?
2222,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\"""""
2223,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*"
2224,Gd luck 4 ur exams :-)
2225,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?"
2226,I'm in a movie... Collect car oredi...
2227,"That's good, because I need drugs"
2228,You still at grand prix?
2229,No. But we'll do medical missions to nigeria
2230,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy"
2231,Hi msg me:)i'm in office..
2232,Are u coming to the funeral home
2233,Should I head straight there or what
2234,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
2235,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched..."
2236,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
2237,Every monday..nxt week vl be completing..
2238,Sweet heart how are you?
2239,I will reach ur home in  &lt;#&gt;  minutes
2240,"Haha get used to driving to usf man, I know a lot of stoners"
2241,"Its ok., i just askd did u knw tht no?"
2242,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.
2243,"\URGENT! This is the 2nd attempt to contact U!U have WON å£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxå£7. 50\"""""
2244,Hey happy birthday...
2245,Bring tat cd don forget
2246,You know there is. I shall speak to you in  &lt;#&gt;  minutes then
2247,Thanks for understanding. I've been trying to tell sura that.
2248,Surely result will offer:)
2249,Or Ì_ go buy wif him then i meet Ì_ later can?
2250,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com
2251,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -
2252,My sister going to earn more than me da.
2253,Dunno lei... I thk mum lazy to go out... I neva ask her yet...
2254,Just normal only here :)
2255,Ok that's great thanx a lot.
2256,Shall i get my pouch?
2257,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
2258,If I get there before you after your ten billion calls and texts so help me god
2259,Blank is Blank. But wat is blank? Lol
2260,As in i want custom officer discount oh.
2261,"Almost there, see u in a sec"
2262,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free
2263,Yeah get the unlimited
2264,Yup ok thanx...
2265,u r a winner U ave been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
2266,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
2267,"IÛ÷ve got some salt, you can rub it in my open wounds if you like!"
2268,Ok... But bag again..
2269,"\Gimme a few\"" was  &lt;#&gt;  minutes ago"""
2270,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
2271,Which channel:-):-):):-).
2272,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&
2273,How much she payed. Suganya.
2274,Compliments to you. Was away from the system. How your side.
2275,"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+"
2276,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
2277,3 pa but not selected.
2278,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
2279,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
2280,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
2281,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?
2282,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.
2283,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI"
2284,I'm on the bus. Love you
2285,One small prestige problem now.
2286," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too."
2287,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
2288,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)"
2289,"Yeah I am, so I'll leave maybe 7ish?"
2290,You have got tallent but you are wasting.
2291,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 
2292,Lol great now im getting hungry.
2293,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng"
2294,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.
2295,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
2296,Audrie lousy autocorrect
2297,Oh that was a forwarded message. I thought you send that to me
2298,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
2299,they released another Italian one today and it has a cosign option
2300,R u meeting da ge at nite tmr?
2301,"Whatever, juliana. Do whatever you want."
2302,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN 
2303,I remain unconvinced that this isn't an elaborate test of my willpower
2304,I'm thinking that chennai forgot to come for auction..
2305,Watching tv lor. Nice one then i like lor.
2306,Can you please send me my aunty's number
2307,Remember to ask alex about his pizza
2308,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
2309,I will come to ur home now
2310,ÌÏ takin linear algebra today?
2311,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
2312,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
2313,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c
2314,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs)
2315,1's finish meeting call me.
2316,Do you know when dad will be back?
2317,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
2318,Lol u still feeling sick?
2319,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem."
2320,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(å£1.50p. m)
2321,Jus finish watching tv... U?
2322,Doing my masters. When will you buy a bb cos i have for sale and how's bf
2323,"Sorry, I'll call later in meeting."
2324,It certainly puts things into perspective when something like this happens
2325,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!"
2326,Hi..i got the money da:)
2327,Lol they were mad at first but then they woke up and gave in.
2328,Why tired what special there you had
2329,Where you. What happen
2330,No need to buy lunch for me.. I eat maggi mee..
2331,"Not much, just some textin'. How bout you?"
2332,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
2333,Mm i am on the way to railway
2334,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
2335,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
2336,R u here yet? I'm wearing blue shirt n black pants.
2337,Hello madam how are you ?
2338,I keep ten rs in my shelf:) buy two egg.
2339,Quite late lar... Ard 12 anyway i wun b drivin...
2340,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! "
2341,Me too! Have a lovely night xxx
2342,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."
2343,I am late. I will be there at
2344,Auntie huai juan never pick up her phone
2345,Ok lor Ì_ reaching then message me.
2346,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX
2347,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
2348,Yes. Nigh you cant aha.
2349,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
2350,Ok. There may be a free gym about.
2351,No da. . Vijay going to talk in jaya tv
2352,Give me a sec to think think about it
